"created_at","PM1.0_CF_1_ug/m3_A","PM2.5_CF_1_ug/m3_A","PM10.0_CF_1_ug/m3_A","Uptime_Minutes_A","RSSI_dbm_A","Temperature_F_A","Humidity_%_A","PM2.5_CF_ATM_ug/m3_A","0.3um/dl_A","0.5um/dl_A","1.0um/dl_A","2.5um/dl_A","5.0um/dl_A","10.0um/dl_A","PM1.0_CF_ATM_ug/m3_A","PM10_CF_ATM_ug/m3_A","PM1.0_CF_1_ug/m3_B","PM2.5_CF_1_ug/m3_B","PM10.0_CF_1_ug/m3_B","HEAP_B","ADC0_voltage_B","Atmos_Pres_B","Not_Used_B","PM2.5_CF_ATM_ug/m3_B","0.3um/dl_B","0.5um/dl_B","1.0um/dl_B","2.5um/dl_B","5.0um/dl_B","10.0um/dl_B","PM1.0_CF_ATM_ug/m3_B","PM10_CF_ATM_ug/m3_B","ID","Name","Lat","Lon","Location","Type"
"2022-02-06 12:00:00 -0700",75.22,101.22,103.21,6,-53,72,31,68.93,14530.79,3800.68,459.72,30.99,2.23,0,50.03,76.54,NA,NA,NA,16664,0,840.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,129273,"1274 S. Weldona Lane",39.942472,-105.150693,"inside","PMS5003+PMS5003+BME280"
"2022-02-06 12:10:00 -0700",192.51,276.87,284.56,8,-53,73,31,185.57,34294.62,9444.27,1575.99,86.16,9.08,0.24,128.37,192.7,NA,NA,NA,17144,0,840.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,129273,"1274 S. Weldona Lane",39.942472,-105.150693,"inside","PMS5003+PMS5003+BME280"
"2022-02-08 09:40:00 -0700",0.06,0.308,0.51,12,-48,80.8,23.8,0.308,159.624,41.646,5.99,0.424,0.344,0.086,0.06,0.51,NA,NA,NA,17800,0,836.212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,129273,"1274 S. Weldona Lane",39.942472,-105.150693,"inside","PMS5003+PMS5003+BME280"
"2022-02-08 09:50:00 -0700",0.012,0.094,0.224,22,-51,80,21.8,0.094,125.166,31.254,4.084,0.574,0.256,0,0.012,0.224,NA,NA,NA,18465.6,0,836.136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,129273,"1274 S. Weldona Lane",39.942472,-105.150693,"inside","PMS5003+PMS5003+BME280"
"2022-02-08 10:00:00 -0700",48.41,68.452,70.846,32,-48.8,79,22.8,46.398,9107.696,2420.31,360.682,24.604,3.458,0.142,32.666,49.296,NA,NA,NA,18499.2,0,836.012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,129273,"1274 S. Weldona Lane",39.942472,-105.150693,"inside","PMS5003+PMS5003+BME280"
"2022-02-08 10:10:00 -0700",14.632,20.26,20.754,42,-49.6,79,25,19.694,2940.81,765.184,98.082,6.922,0.652,0.07,14.218,20.674,NA,NA,NA,18432,0,836.168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,129273,"1274 S. Weldona Lane",39.942472,-105.150693,"inside","PMS5003+PMS5003+BME280"
"2022-02-08 10:20:00 -0700",9.584,13.178,13.824,52,-49.4,78.6,25,13.178,2041.89,532.344,69.608,4.164,1.032,0,9.584,13.824,NA,NA,NA,18432,0,836.506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,129273,"1274 S. Weldona Lane",39.942472,-105.150693,"inside","PMS5003+PMS5003+BME280"
"2022-02-08 10:30:00 -0700",5.55,7.494,7.756,62,-49.6,78,25,7.494,1225.638,320.244,37.822,1.702,0.458,0,5.55,7.756,NA,NA,NA,18264,0,836.544,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,129273,"1274 S. Weldona Lane",39.942472,-105.150693,"inside","PMS5003+PMS5003+BME280"
"2022-02-08 10:40:00 -0700",4.116,5.872,6.066,72,-49,78,25,5.872,981.972,254.414,34.194,1.898,0.174,0,4.116,6.066,NA,NA,NA,18196.8,0,836.534,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,129273,"1274 S. Weldona Lane",39.942472,-105.150693,"inside","PMS5003+PMS5003+BME280"
"2022-02-08 10:50:00 -0700",2.506,3.684,3.872,82,-49.4,78,25.2,3.684,701.326,183.928,22.804,1.46,0.138,0.054,2.506,3.872,NA,NA,NA,18331.2,0,836.406,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,129273,"1274 S. Weldona Lane",39.942472,-105.150693,"inside","PMS5003+PMS5003+BME280"
"2022-02-08 11:00:00 -0700",1.582,2.386,2.536,92,-51.8,78,25,2.386,485.508,129.194,16.392,0.678,0.202,0.116,1.582,2.536,NA,NA,NA,18264,0,836.398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,129273,"1274 S. Weldona Lane",39.942472,-105.150693,"inside","PMS5003+PMS5003+BME280"
"2022-02-08 11:10:00 -0700",0.692,1.218,1.516,102,-52.6,78,24.2,1.218,328.376,86.228,10.974,1.026,0.43,0,0.692,1.516,NA,NA,NA,18297.6,0,836.416,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,129273,"1274 S. Weldona Lane",39.942472,-105.150693,"inside","PMS5003+PMS5003+BME280"
