"created_at","PM1.0_CF_1_ug/m3_A","PM2.5_CF_1_ug/m3_A","PM10.0_CF_1_ug/m3_A","Uptime_Minutes_A","RSSI_dbm_A","Temperature_F_A","Humidity_%_A","PM2.5_CF_ATM_ug/m3_A","0.3um/dl_A","0.5um/dl_A","1.0um/dl_A","2.5um/dl_A","5.0um/dl_A","10.0um/dl_A","PM1.0_CF_ATM_ug/m3_A","PM10_CF_ATM_ug/m3_A","PM1.0_CF_1_ug/m3_B","PM2.5_CF_1_ug/m3_B","PM10.0_CF_1_ug/m3_B","HEAP_B","ADC0_voltage_B","Atmos_Pres_B","Not_Used_B","PM2.5_CF_ATM_ug/m3_B","0.3um/dl_B","0.5um/dl_B","1.0um/dl_B","2.5um/dl_B","5.0um/dl_B","10.0um/dl_B","PM1.0_CF_ATM_ug/m3_B","PM10_CF_ATM_ug/m3_B","ID","Name","Lat","Lon","Location","Type"
"2022-01-30 09:30:00 -0700",0.05,0.22,0.33,5,-56,69.5,20,0.22,181.96,54.365,7.65,0.34,0.205,0,0.05,0.33,NA,NA,NA,17012,0.75,830.895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,127749,"1880 Vernon Lane Superior CO 80027",39.936466,-105.159265,"inside","PMS5003+PMS5003+BME280"
"2022-01-30 09:40:00 -0700",0.066,0.196,0.296,12,-57.2,72.6,18.4,0.196,168.022,47.838,6.16,0.37,0.17,0,0.066,0.296,NA,NA,NA,18524.8,0.514,830.802,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,127749,"1880 Vernon Lane Superior CO 80027",39.936466,-105.159265,"inside","PMS5003+PMS5003+BME280"
"2022-01-30 09:50:00 -0700",0.012,0.088,0.106,22,-56.8,74.6,16.6,0.088,145.088,39.998,5.15,0.258,0.086,0,0.012,0.106,NA,NA,NA,18625.6,0.434,830.742,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,127749,"1880 Vernon Lane Superior CO 80027",39.936466,-105.159265,"inside","PMS5003+PMS5003+BME280"
"2022-01-30 10:00:00 -0700",0,0.038,0.05,32,-57.4,75.4,15.4,0.038,141.476,38.466,4.046,0.17,0.086,0,0,0.05,NA,NA,NA,18592,0.464,830.628,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,127749,"1880 Vernon Lane Superior CO 80027",39.936466,-105.159265,"inside","PMS5003+PMS5003+BME280"
"2022-01-30 10:10:00 -0700",0,0.018,0.018,42,-59,76,15.2,0.018,110.866,29.098,2.59,0.172,0,0,0,0.018,NA,NA,NA,18625.6,0.474,830.498,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,127749,"1880 Vernon Lane Superior CO 80027",39.936466,-105.159265,"inside","PMS5003+PMS5003+BME280"
"2022-01-30 10:20:00 -0700",0,0.004,0.042,52,-61.4,76,15,0.004,81.246,22.154,2.98,0.344,0.086,0,0,0.042,NA,NA,NA,18592,0.42,830.374,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,127749,"1880 Vernon Lane Superior CO 80027",39.936466,-105.159265,"inside","PMS5003+PMS5003+BME280"
"2022-01-30 10:30:00 -0700",0,0.018,0.084,62,-62.4,77,15,0.018,77.19,21.4,3.744,0.344,0.086,0,0,0.084,NA,NA,NA,18592,0.446,830.288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,127749,"1880 Vernon Lane Superior CO 80027",39.936466,-105.159265,"inside","PMS5003+PMS5003+BME280"
"2022-01-30 10:40:00 -0700",0,0.046,0.106,72,-62.6,77,15,0.046,107.498,28.894,3.474,0.342,0.172,0.086,0,0.106,NA,NA,NA,18592,0.418,830.176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,127749,"1880 Vernon Lane Superior CO 80027",39.936466,-105.159265,"inside","PMS5003+PMS5003+BME280"
"2022-01-30 10:50:00 -0700",0,0.098,0.222,82,-62.8,77,15,0.098,132.93,34.802,4.892,0.342,0.172,0,0,0.222,NA,NA,NA,18625.6,0.426,830.014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,127749,"1880 Vernon Lane Superior CO 80027",39.936466,-105.159265,"inside","PMS5003+PMS5003+BME280"
"2022-01-30 11:00:00 -0700",0.024,0.178,0.256,92,-61.6,77,15,0.178,147.432,40.656,5.786,0.254,0.166,0,0.024,0.256,NA,NA,NA,18625.6,0.46,829.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,127749,"1880 Vernon Lane Superior CO 80027",39.936466,-105.159265,"inside","PMS5003+PMS5003+BME280"
"2022-01-30 11:10:00 -0700",0.136,0.42,0.42,102,-60.4,77,15,0.42,198.8,54.342,7.408,0.086,0,0,0.136,0.42,NA,NA,NA,18592,0.394,829.592,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,127749,"1880 Vernon Lane Superior CO 80027",39.936466,-105.159265,"inside","PMS5003+PMS5003+BME280"
"2022-01-30 11:20:00 -0700",0.302,0.752,0.846,112,-62,77,15,0.752,222.896,62.804,8.192,0.602,0.172,0,0.302,0.846,NA,NA,NA,18592,0.442,829.408,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,127749,"1880 Vernon Lane Superior CO 80027",39.936466,-105.159265,"inside","PMS5003+PMS5003+BME280"
"2022-01-30 11:30:00 -0700",0.16,0.474,0.648,122,-61.4,77,15,0.474,201.302,53.902,6.832,0.428,0.342,0,0.16,0.648,NA,NA,NA,18558.4,0.414,829.264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,127749,"1880 Vernon Lane Superior CO 80027",39.936466,-105.159265,"inside","PMS5003+PMS5003+BME280"
"2022-01-30 11:40:00 -0700",0,0,0,132,-61.2,77,15,0,88.3,23.884,3.692,0.086,0,0,0,0,NA,NA,NA,18592,0.416,829.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,127749,"1880 Vernon Lane Superior CO 80027",39.936466,-105.159265,"inside","PMS5003+PMS5003+BME280"
"2022-01-30 11:50:00 -0700",0,0.008,0.052,142,-60,77,15,0.008,74,19.726,3.078,0.258,0.086,0,0,0.052,NA,NA,NA,18625.6,0.44,828.942,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,127749,"1880 Vernon Lane Superior CO 80027",39.936466,-105.159265,"inside","PMS5003+PMS5003+BME280"
"2022-01-30 12:00:00 -0700",0,0,0.034,152,-61,77,15,0,61.034,16.81,2.674,0.344,0.086,0,0,0.034,NA,NA,NA,18625.6,0.412,828.792,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,127749,"1880 Vernon Lane Superior CO 80027",39.936466,-105.159265,"inside","PMS5003+PMS5003+BME280"
"2022-01-30 12:10:00 -0700",0,0,0.044,162,-60,77,15,0,55.448,14.84,2.216,0.172,0.086,0,0,0.044,NA,NA,NA,18659.2,0.434,828.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,127749,"1880 Vernon Lane Superior CO 80027",39.936466,-105.159265,"inside","PMS5003+PMS5003+BME280"
"2022-01-30 12:20:00 -0700",0,0,0.088,172,-59.4,77,15,0,45.456,13.174,2.092,0.172,0.172,0.086,0,0.088,NA,NA,NA,18592,0.422,828.546,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,127749,"1880 Vernon Lane Superior CO 80027",39.936466,-105.159265,"inside","PMS5003+PMS5003+BME280"
"2022-01-30 12:30:00 -0700",0,0,0,182,-61,77,15,0,41.548,11.44,1.688,0.086,0,0,0,0,NA,NA,NA,18625.6,0.448,828.438,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,127749,"1880 Vernon Lane Superior CO 80027",39.936466,-105.159265,"inside","PMS5003+PMS5003+BME280"
"2022-01-30 12:40:00 -0700",0,0,0.06,192,-61.4,77,15,0,39.666,10.1,1.548,0.258,0.174,0,0,0.06,NA,NA,NA,18625.6,0.404,828.426,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,127749,"1880 Vernon Lane Superior CO 80027",39.936466,-105.159265,"inside","PMS5003+PMS5003+BME280"
"2022-01-30 12:50:00 -0700",0,0,0,202,-59.4,77,15,0,43.28,12.232,1.548,0,0,0,0,0,NA,NA,NA,18592,0.456,828.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,127749,"1880 Vernon Lane Superior CO 80027",39.936466,-105.159265,"inside","PMS5003+PMS5003+BME280"
"2022-01-30 13:00:00 -0700",0,0,0,212,-61.6,77,15,0,33.408,9.168,0.916,0,0,0,0,0,NA,NA,NA,18592,0.408,828.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,127749,"1880 Vernon Lane Superior CO 80027",39.936466,-105.159265,"inside","PMS5003+PMS5003+BME280"
"2022-01-30 13:10:00 -0700",0,0,0,222,-62.2,77,15,0,40.744,11.09,0.888,0,0,0,0,0,NA,NA,NA,18592,0.44,828.602,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,127749,"1880 Vernon Lane Superior CO 80027",39.936466,-105.159265,"inside","PMS5003+PMS5003+BME280"
"2022-01-30 13:20:00 -0700",0,0,0,232,-61.4,77,15,0,37.666,10.224,1.576,0.17,0,0,0,0,NA,NA,NA,18592,0.418,828.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,127749,"1880 Vernon Lane Superior CO 80027",39.936466,-105.159265,"inside","PMS5003+PMS5003+BME280"
"2022-01-30 13:30:00 -0700",0,0,0,242,-63.2,77,15,0,40.3,11.34,1.284,0,0,0,0,0,NA,NA,NA,18592,0.436,828.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,127749,"1880 Vernon Lane Superior CO 80027",39.936466,-105.159265,"inside","PMS5003+PMS5003+BME280"
"2022-01-30 13:40:00 -0700",0,0,0.044,252,-60.2,77,15,0,48.456,12.99,1.93,0.086,0.086,0,0,0.044,NA,NA,NA,18592,0.414,828.286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,127749,"1880 Vernon Lane Superior CO 80027",39.936466,-105.159265,"inside","PMS5003+PMS5003+BME280"
"2022-01-30 13:50:00 -0700",0,0,0.03,262,-59.8,76.8,15,0,59.978,16.424,2.02,0.128,0.086,0,0,0.03,NA,NA,NA,18592,0.428,828.224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,127749,"1880 Vernon Lane Superior CO 80027",39.936466,-105.159265,"inside","PMS5003+PMS5003+BME280"
"2022-01-30 14:00:00 -0700",0,0.004,0.1,272,-60,77,15,0.004,98.136,26.91,3.674,0.304,0.086,0,0,0.1,NA,NA,NA,18592,0.438,828.154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,127749,"1880 Vernon Lane Superior CO 80027",39.936466,-105.159265,"inside","PMS5003+PMS5003+BME280"
"2022-01-30 14:10:00 -0700",0,0.088,0.13,282,-60.2,77,15,0.088,113.404,31.366,4.41,0.258,0.086,0,0,0.13,NA,NA,NA,18592,0.422,828.148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,127749,"1880 Vernon Lane Superior CO 80027",39.936466,-105.159265,"inside","PMS5003+PMS5003+BME280"
"2022-01-30 14:20:00 -0700",0,0.07,0.092,292,-58.2,77,15,0.07,130.002,33.846,4.856,0.086,0.086,0,0,0.092,NA,NA,NA,18625.6,0.426,828.142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,127749,"1880 Vernon Lane Superior CO 80027",39.936466,-105.159265,"inside","PMS5003+PMS5003+BME280"
