"created_at","PM1.0_CF_1_ug/m3_A","PM2.5_CF_1_ug/m3_A","PM10.0_CF_1_ug/m3_A","Uptime_Minutes_A","RSSI_dbm_A","Temperature_F_A","Humidity_%_A","PM2.5_CF_ATM_ug/m3_A","0.3um/dl_A","0.5um/dl_A","1.0um/dl_A","2.5um/dl_A","5.0um/dl_A","10.0um/dl_A","PM1.0_CF_ATM_ug/m3_A","PM10_CF_ATM_ug/m3_A","PM1.0_CF_1_ug/m3_B","PM2.5_CF_1_ug/m3_B","PM10.0_CF_1_ug/m3_B","HEAP_B","ADC0_voltage_B","Atmos_Pres_B","Not_Used_B","PM2.5_CF_ATM_ug/m3_B","0.3um/dl_B","0.5um/dl_B","1.0um/dl_B","2.5um/dl_B","5.0um/dl_B","10.0um/dl_B","PM1.0_CF_ATM_ug/m3_B","PM10_CF_ATM_ug/m3_B","ID","Name","Lat","Lon","Location","Type"
"2022-03-31 12:20:00 -0600",0,0,0.038,10,-41.8,82,11,0,31.952,10.296,1.826,0.172,0.086,0,0,0.038,NA,NA,NA,18124.8,0,824.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,130269,"CTS Office",39.976895,-105.150534,"inside","PMS5003+PMS5003+BME280"
"2022-03-31 12:30:00 -0600",0,0,0,20,-43,82,11,0,39.452,12.078,2.948,0.168,0,0,0,0,NA,NA,NA,18377.6,0,824.832,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,130269,"CTS Office",39.976895,-105.150534,"inside","PMS5003+PMS5003+BME280"
"2022-03-31 12:40:00 -0600",0,0.024,0.22,30,-40.8,82,11,0.024,42.006,13.204,2.406,0.512,0.428,0.256,0,0.22,NA,NA,NA,18411.2,0,824.748,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,130269,"CTS Office",39.976895,-105.150534,"inside","PMS5003+PMS5003+BME280"
"2022-03-31 12:50:00 -0600",0,0,0,40,-40,82,11,0,39.372,12.656,2.702,0.258,0,0,0,0,NA,NA,NA,18411.2,0,824.662,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,130269,"CTS Office",39.976895,-105.150534,"inside","PMS5003+PMS5003+BME280"
"2022-03-31 13:00:00 -0600",0,0,0.154,50,-43,82,11,0,45.224,14.238,2.57,0.432,0.256,0.17,0,0.154,NA,NA,NA,18377.6,0,824.586,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,130269,"CTS Office",39.976895,-105.150534,"inside","PMS5003+PMS5003+BME280"
"2022-03-31 13:10:00 -0600",0,0,0.13,60,-43,82,11,0,50.67,15.43,2.462,0.426,0.346,0.086,0,0.13,NA,NA,NA,18425.6,0,824.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,130269,"CTS Office",39.976895,-105.150534,"inside","PMS5003+PMS5003+BME280"
"2022-03-31 13:20:00 -0600",0,0,0.106,70,-42.4,82.4,10.8,0,46.842,14.508,2.298,0.258,0.172,0.086,0,0.106,NA,NA,NA,18345.6,0,824.464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,130269,"CTS Office",39.976895,-105.150534,"inside","PMS5003+PMS5003+BME280"
"2022-03-31 13:30:00 -0600",0,0.008,0.022,80,-42,83,10,0.008,50.354,15.274,3.236,0.51,0.084,0.084,0,0.022,NA,NA,NA,18312,0,824.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,130269,"CTS Office",39.976895,-105.150534,"inside","PMS5003+PMS5003+BME280"
"2022-03-31 13:40:00 -0600",0,0.044,0.174,90,-46.4,82.2,10.4,0.044,62.26,19.764,4.958,0.684,0.17,0.086,0,0.174,NA,NA,NA,18446.4,0,824.258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,130269,"CTS Office",39.976895,-105.150534,"inside","PMS5003+PMS5003+BME280"
"2022-03-31 13:50:00 -0600",0,0.002,0.102,100,-49,82,10,0.002,57.88,18.372,3.458,0.262,0.172,0.086,0,0.102,NA,NA,NA,18312,0,824.162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,130269,"CTS Office",39.976895,-105.150534,"inside","PMS5003+PMS5003+BME280"
