"","ID","Name","Lon","Lat","Location","day","daily_mean"
"108",85999,"Superior - North Pool",-105.155357,39.938975,"outside",2022-02-02,2.41247611111111
"109",85999,"Superior - North Pool",-105.155357,39.938975,"outside",2022-02-03,12.9168036111111
"110",85999,"Superior - North Pool",-105.155357,39.938975,"outside",2022-02-04,3.43598666666667
"111",85999,"Superior - North Pool",-105.155357,39.938975,"outside",2022-01-27,4.91972305555556
"112",85999,"Superior - North Pool",-105.155357,39.938975,"outside",2022-01-28,3.95298972222222
"113",86477,"Superior - South Pool",-105.155169,39.92155,"outside",2022-01-20,16.4692461111111
"114",86477,"Superior - South Pool",-105.155169,39.92155,"outside",2022-01-21,9.33382777777778
"115",86477,"Superior - South Pool",-105.155169,39.92155,"outside",2022-01-25,3.06891888888889
"116",86477,"Superior - South Pool",-105.155169,39.92155,"outside",2022-01-26,6.30304222222222
"117",86477,"Superior - South Pool",-105.155169,39.92155,"outside",2022-01-27,4.77920986111111
"118",86477,"Superior - South Pool",-105.155169,39.92155,"outside",2022-01-28,3.87667388888889
"119",86477,"Superior - South Pool",-105.155169,39.92155,"outside",2022-01-29,5.76116527777778
"120",86477,"Superior - South Pool",-105.155169,39.92155,"outside",2022-01-30,7.63278027777778
"121",86477,"Superior - South Pool",-105.155169,39.92155,"outside",2022-01-31,4.89338944444444
"122",86477,"Superior - South Pool",-105.155169,39.92155,"outside",2022-02-01,2.45220611111111
"123",86477,"Superior - South Pool",-105.155169,39.92155,"outside",2022-02-02,1.95696861111111
"124",86477,"Superior - South Pool",-105.155169,39.92155,"outside",2022-02-03,12.8206255555556
"125",86477,"Superior - South Pool",-105.155169,39.92155,"outside",2022-02-04,3.62112525
"126",86477,"Superior - South Pool",-105.155169,39.92155,"outside",2022-01-08,3.6997525
"127",86477,"Superior - South Pool",-105.155169,39.92155,"outside",2022-01-09,6.14150555555556
"128",86477,"Superior - South Pool",-105.155169,39.92155,"outside",2022-01-10,4.56783111111111
"129",86477,"Superior - South Pool",-105.155169,39.92155,"outside",2022-01-11,5.75197638888889
"130",86477,"Superior - South Pool",-105.155169,39.92155,"outside",2022-01-12,3.59383111111111
"131",86477,"Superior - South Pool",-105.155169,39.92155,"outside",2022-01-13,6.5185625
"132",86477,"Superior - South Pool",-105.155169,39.92155,"outside",2022-01-14,3.77468027777778
"133",86477,"Superior - South Pool",-105.155169,39.92155,"outside",2022-01-15,3.938655
"134",86477,"Superior - South Pool",-105.155169,39.92155,"outside",2022-01-16,4.76568611111111
"135",86477,"Superior - South Pool",-105.155169,39.92155,"outside",2022-01-17,5.80975666666667
"136",86477,"Superior - South Pool",-105.155169,39.92155,"outside",2022-01-18,4.63660805555556
"137",86477,"Superior - South Pool",-105.155169,39.92155,"outside",2022-01-19,4.49156069444444
"138",86477,"Superior - South Pool",-105.155169,39.92155,"outside",2022-01-24,3.97943555555556
"139",86477,"Superior - South Pool",-105.155169,39.92155,"outside",2022-01-22,5.56522388888889
"140",86477,"Superior - South Pool",-105.155169,39.92155,"outside",2022-01-23,3.70921361111111
"141",91877,"Eisenhower Dr",-105.145145,39.988362,"outside",2022-01-08,4.41174361111111
"142",91877,"Eisenhower Dr",-105.145145,39.988362,"outside",2022-01-09,6.21086055555556
"143",91877,"Eisenhower Dr",-105.145145,39.988362,"outside",2022-01-10,5.21293236111111
"144",91877,"Eisenhower Dr",-105.145145,39.988362,"outside",2022-01-11,6.16700055555556
"145",91877,"Eisenhower Dr",-105.145145,39.988362,"outside",2022-01-12,3.86186916666667
"146",91877,"Eisenhower Dr",-105.145145,39.988362,"outside",2022-01-13,9.67770733333333
"147",91877,"Eisenhower Dr",-105.145145,39.988362,"outside",2022-01-14,3.77808263888889
"148",91877,"Eisenhower Dr",-105.145145,39.988362,"outside",2022-01-15,4.05356333333333
"149",91877,"Eisenhower Dr",-105.145145,39.988362,"outside",2022-01-16,4.68516
"150",91877,"Eisenhower Dr",-105.145145,39.988362,"outside",2022-01-17,6.55659041666667
"151",91877,"Eisenhower Dr",-105.145145,39.988362,"outside",2022-01-18,5.12012444444444
"152",91877,"Eisenhower Dr",-105.145145,39.988362,"outside",2022-01-19,4.895155
"153",91877,"Eisenhower Dr",-105.145145,39.988362,"outside",2022-01-20,18.2446877777778
"154",91877,"Eisenhower Dr",-105.145145,39.988362,"outside",2022-01-21,11.7516344444444
"155",91877,"Eisenhower Dr",-105.145145,39.988362,"outside",2022-01-22,5.52137305555556
"156",91877,"Eisenhower Dr",-105.145145,39.988362,"outside",2022-01-23,4.26376722222222
"157",91877,"Eisenhower Dr",-105.145145,39.988362,"outside",2022-01-24,4.02505083333333
"158",91877,"Eisenhower Dr",-105.145145,39.988362,"outside",2022-01-25,2.92121944444444
"159",91877,"Eisenhower Dr",-105.145145,39.988362,"outside",2022-01-26,6.81649916666667
"160",91877,"Eisenhower Dr",-105.145145,39.988362,"outside",2022-01-27,5.18520902777778
"161",91877,"Eisenhower Dr",-105.145145,39.988362,"outside",2022-01-28,3.94843294444444
"162",91877,"Eisenhower Dr",-105.145145,39.988362,"outside",2022-01-29,6.27858277777778
"163",91877,"Eisenhower Dr",-105.145145,39.988362,"outside",2022-01-30,7.57481111111111
"164",91877,"Eisenhower Dr",-105.145145,39.988362,"outside",2022-01-31,5.36594833333333
"165",91877,"Eisenhower Dr",-105.145145,39.988362,"outside",2022-02-01,2.71880777777778
"166",91877,"Eisenhower Dr",-105.145145,39.988362,"outside",2022-02-02,2.30321527777778
"167",91877,"Eisenhower Dr",-105.145145,39.988362,"outside",2022-02-03,20.6930249305556
"168",91877,"Eisenhower Dr",-105.145145,39.988362,"outside",2022-02-04,4.85182361111111
"169",92321,"Purple House",-105.149056,39.990133,"outside",2022-01-23,3.74626083333333
"170",92321,"Purple House",-105.149056,39.990133,"outside",2022-01-24,3.71406944444444
"171",92321,"Purple House",-105.149056,39.990133,"outside",2022-01-25,2.84122930555556
"172",92321,"Purple House",-105.149056,39.990133,"outside",2022-01-26,5.69250611111111
"173",92321,"Purple House",-105.149056,39.990133,"outside",2022-01-27,5.061585
"174",92321,"Purple House",-105.149056,39.990133,"outside",2022-01-28,4.01787027777778
"175",92321,"Purple House",-105.149056,39.990133,"outside",2022-01-29,6.52017916666667
"176",92321,"Purple House",-105.149056,39.990133,"outside",2022-01-30,7.38117444444444
"177",92321,"Purple House",-105.149056,39.990133,"outside",2022-01-31,5.31680583333333
"178",92321,"Purple House",-105.149056,39.990133,"outside",2022-02-01,2.68010111111111
"179",92321,"Purple House",-105.149056,39.990133,"outside",2022-02-02,2.00247916666667
"180",92321,"Purple House",-105.149056,39.990133,"outside",2022-02-03,18.6958507638889
"181",92321,"Purple House",-105.149056,39.990133,"outside",2022-02-04,3.84227666666667
"182",92321,"Purple House",-105.149056,39.990133,"outside",2022-01-08,4.03943388888889
"183",92321,"Purple House",-105.149056,39.990133,"outside",2022-01-09,5.88755027777778
"184",92321,"Purple House",-105.149056,39.990133,"outside",2022-01-10,5.07442694444444
"185",92321,"Purple House",-105.149056,39.990133,"outside",2022-01-11,6.26834805555556
"186",92321,"Purple House",-105.149056,39.990133,"outside",2022-01-12,3.72555277777778
"187",92321,"Purple House",-105.149056,39.990133,"outside",2022-01-13,8.74886111111111
"188",92321,"Purple House",-105.149056,39.990133,"outside",2022-01-14,3.60892
"189",92321,"Purple House",-105.149056,39.990133,"outside",2022-01-15,3.70589972222222
"190",92321,"Purple House",-105.149056,39.990133,"outside",2022-01-16,4.66183333333333
"191",92321,"Purple House",-105.149056,39.990133,"outside",2022-01-17,6.35045916666667
"192",92321,"Purple House",-105.149056,39.990133,"outside",2022-01-18,4.78733361111111
"193",92321,"Purple House",-105.149056,39.990133,"outside",2022-01-19,4.35509861111111
"194",92321,"Purple House",-105.149056,39.990133,"outside",2022-01-20,16.6591216666667
"195",92321,"Purple House",-105.149056,39.990133,"outside",2022-01-21,9.93692027777778
"196",92321,"Purple House",-105.149056,39.990133,"outside",2022-01-22,4.95195972222222
"197",136514,"Heritage",-105.149341,39.970622,"outside",2022-01-18,3.81614861111111
"198",136514,"Heritage",-105.149341,39.970622,"outside",2022-01-19,2.25037388888889
"199",136514,"Heritage",-105.149341,39.970622,"outside",2022-01-20,11.8725625
"200",136514,"Heritage",-105.149341,39.970622,"outside",2022-02-02,1.83274944444444
"201",136514,"Heritage",-105.149341,39.970622,"outside",2022-01-21,7.98804666666667
