"created_at","PM1.0_CF_1_ug/m3_A","PM2.5_CF_1_ug/m3_A","PM10.0_CF_1_ug/m3_A","Uptime_Minutes_A","RSSI_dbm_A","Temperature_F_A","Humidity_%_A","PM2.5_CF_ATM_ug/m3_A","0.3um/dl_A","0.5um/dl_A","1.0um/dl_A","2.5um/dl_A","5.0um/dl_A","10.0um/dl_A","PM1.0_CF_ATM_ug/m3_A","PM10_CF_ATM_ug/m3_A","PM1.0_CF_1_ug/m3_B","PM2.5_CF_1_ug/m3_B","PM10.0_CF_1_ug/m3_B","HEAP_B","ADC0_voltage_B","Atmos_Pres_B","Not_Used_B","PM2.5_CF_ATM_ug/m3_B","0.3um/dl_B","0.5um/dl_B","1.0um/dl_B","2.5um/dl_B","5.0um/dl_B","10.0um/dl_B","PM1.0_CF_ATM_ug/m3_B","PM10_CF_ATM_ug/m3_B","ID","Name","Lat","Lon","Location","Type"
"2022-01-24 12:30:00 -0700",0,0,0,8,-43.667,71.667,19.333,0,0.837,0.723,0,0,0,0,0,0,0,0,0,15344,0.01,831.113,NA,0,0.457,0.337,0,0,0,0,0,0,134408,"Catalpa court",39.97584,-105.146239,"outside","PMS5003+PMS5003+BME280"
"2022-01-24 12:40:00 -0700",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,134408,"Catalpa court",39.97584,-105.146239,"outside","PMS5003+PMS5003+BME280"
"2022-01-24 12:50:00 -0700",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,134408,"Catalpa court",39.97584,-105.146239,"outside","PMS5003+PMS5003+BME280"
"2022-01-24 13:00:00 -0700",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,134408,"Catalpa court",39.97584,-105.146239,"outside","PMS5003+PMS5003+BME280"
"2022-01-24 13:10:00 -0700",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,134408,"Catalpa court",39.97584,-105.146239,"outside","PMS5003+PMS5003+BME280"
"2022-01-24 13:20:00 -0700",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,134408,"Catalpa court",39.97584,-105.146239,"outside","PMS5003+PMS5003+BME280"
"2022-01-24 13:30:00 -0700",0,0,0,4,-80.75,61.25,18.5,0,14.78,10.79,0,0,0,0,0,0,0,0,0,18402,0.008,830.158,NA,0,34.452,23.948,0,0,0,0,0,0,134408,"Catalpa court",39.97584,-105.146239,"outside","PMS5003+PMS5003+BME280"
"2022-01-24 13:40:00 -0700",0,0,0,13,-80.8,55.8,19.8,0,16.404,11.514,0,0,0,0,0,0,0,0,0,18553.6,0.01,830.032,NA,0,36.408,27.89,0,0,0,0,0,0,134408,"Catalpa court",39.97584,-105.146239,"outside","PMS5003+PMS5003+BME280"
"2022-01-24 13:50:00 -0700",0,0,0,23,-80,52,21,0,28.022,20.836,0.018,0,0,0,0,0,0,0,0,18553.6,0.01,829.918,NA,0,38.382,30.592,0,0,0,0,0,0,134408,"Catalpa court",39.97584,-105.146239,"outside","PMS5003+PMS5003+BME280"
"2022-01-24 14:00:00 -0700",0,0,0,33,-80.4,51,21.8,0,29.256,24.814,0,0,0,0,0,0,0,0,0,18520,0.01,829.576,NA,0,42.72,35.962,0,0,0,0,0,0,134408,"Catalpa court",39.97584,-105.146239,"outside","PMS5003+PMS5003+BME280"
"2022-01-24 14:10:00 -0700",0,0,0,43,-81.2,50.2,22.4,0,34.25,28.098,0.034,0,0,0,0,0,0,0,0,18553.6,0.01,829.782,NA,0,42.966,34.638,0,0,0,0,0,0,134408,"Catalpa court",39.97584,-105.146239,"outside","PMS5003+PMS5003+BME280"
