"created_at","PM1.0_CF_1_ug/m3_A","PM2.5_CF_1_ug/m3_A","PM10.0_CF_1_ug/m3_A","Uptime_Minutes_A","RSSI_dbm_A","Temperature_F_A","Humidity_%_A","PM2.5_CF_ATM_ug/m3_A","0.3um/dl_A","0.5um/dl_A","1.0um/dl_A","2.5um/dl_A","5.0um/dl_A","10.0um/dl_A","PM1.0_CF_ATM_ug/m3_A","PM10_CF_ATM_ug/m3_A","PM1.0_CF_1_ug/m3_B","PM2.5_CF_1_ug/m3_B","PM10.0_CF_1_ug/m3_B","HEAP_B","ADC0_voltage_B","Atmos_Pres_B","Not_Used_B","PM2.5_CF_ATM_ug/m3_B","0.3um/dl_B","0.5um/dl_B","1.0um/dl_B","2.5um/dl_B","5.0um/dl_B","10.0um/dl_B","PM1.0_CF_ATM_ug/m3_B","PM10_CF_ATM_ug/m3_B","ID","Name","Lat","Lon","Location","Type"
"2021-12-30 00:00:00 -0700",4.598,6.976,8.568,33813,-64.4,23,38,6.976,806.744,218.884,36.52,4.272,1.286,0.852,4.598,8.568,4.006,5.928,6.58,18318.4,0.04,822.228,NA,5.928,694.742,206.918,32.67,1.852,0.67,0.334,4.006,6.58,65669,"Louisville",39.976863,-105.147693,"outside","PMS5003+PMS5003+BME280"
"2021-12-30 00:10:00 -0700",4.196,6.09,7.91,33823,-65.8,23,38,6.09,749.408,204.424,34.41,3.596,1.426,1.01,4.196,7.91,3.446,5.826,6.508,18318.4,0.04,822.158,NA,5.826,643.716,193.004,32.932,2.254,0.746,0.328,3.446,6.508,65669,"Louisville",39.976863,-105.147693,"outside","PMS5003+PMS5003+BME280"
"2021-12-30 00:20:00 -0700",3.872,5.832,6.788,33833,-64.4,22,38,5.832,716.222,194.62,30.93,3.306,0.78,0.596,3.872,6.788,2.994,5.004,6.058,18452.8,0.04,822.198,NA,5.004,582.38,172.098,28.31,2.456,1.102,0.702,2.994,6.058,65669,"Louisville",39.976863,-105.147693,"outside","PMS5003+PMS5003+BME280"
"2021-12-30 00:30:00 -0700",3.512,5.612,7.486,33843,-66.4,22,38.8,5.612,686.04,184.084,30.132,5.104,1.644,0.84,3.512,7.486,2.934,4.602,5.01,18385.6,0.04,822.298,NA,4.602,582.59,170.952,27.422,1.14,0.52,0.09,2.934,5.01,65669,"Louisville",39.976863,-105.147693,"outside","PMS5003+PMS5003+BME280"
"2021-12-30 00:40:00 -0700",3.974,5.884,7.66,33853,-66.2,21.8,39,5.884,725.824,194.306,32.086,4.248,1.748,1.05,3.974,7.66,2.69,4.826,5.484,18352,0.04,821.972,NA,4.826,562.76,167.768,27.044,2.484,0.874,0.056,2.69,5.484,65669,"Louisville",39.976863,-105.147693,"outside","PMS5003+PMS5003+BME280"
"2021-12-30 00:50:00 -0700",3.024,4.822,5.644,33863,-65.6,22,39,4.822,634.214,168.858,24.85,2.838,0.826,0.386,3.024,5.644,3.098,4.89,5.778,18385.6,0.04,821.846,NA,4.89,573.722,171.624,26.53,2.766,1.052,0.44,3.098,5.778,65669,"Louisville",39.976863,-105.147693,"outside","PMS5003+PMS5003+BME280"
"2021-12-30 01:00:00 -0700",2.824,4.788,5.544,33873,-64.6,22,39,4.788,607.99,166.058,25.21,2.878,0.986,0.318,2.824,5.544,2.08,3.902,4.04,18385.6,0.04,821.924,NA,3.902,474.782,140.344,21.97,1.332,0.092,0,2.08,4.04,65669,"Louisville",39.976863,-105.147693,"outside","PMS5003+PMS5003+BME280"
"2021-12-30 01:10:00 -0700",2.472,4.304,5.436,33883,-63.8,22.2,40,4.304,578.264,154.068,20.95,3.512,1.058,0.706,2.472,5.436,2.198,4.08,4.358,18352,0.04,821.876,NA,4.08,498.628,149.176,24.464,1.158,0.33,0.262,2.198,4.358,65669,"Louisville",39.976863,-105.147693,"outside","PMS5003+PMS5003+BME280"
"2021-12-30 01:20:00 -0700",2.252,3.868,4.672,33893,-66,23,40,3.868,542.332,146.242,20.31,2.536,0.878,0.358,2.252,4.672,2.104,3.794,4.21,18385.6,0.04,821.76,NA,3.794,490.66,144.726,21.966,1.76,0.524,0.32,2.104,4.21,65669,"Louisville",39.976863,-105.147693,"outside","PMS5003+PMS5003+BME280"
"2021-12-30 01:30:00 -0700",2.198,3.97,5.066,33903,-65.4,23,40,3.97,560.652,150.04,21.982,2.824,1,0.59,2.198,5.066,1.81,3.634,3.852,18385.6,0.04,821.718,NA,3.634,455.04,136.316,21.422,1.688,0.196,0.028,1.81,3.852,65669,"Louisville",39.976863,-105.147693,"outside","PMS5003+PMS5003+BME280"
